url,title,h1,meta_description,best_anchor_text,importance,current_traffic
https://rencore.com/en/blog/top-3-features-spcaf-developer-edition,My Top 3 Features of SPCAF Developer,My Top 3 Features of SPCAF Developer,"Introduction SPCAF, or the SharePoint Code Analysis Framework, comes with some pretty exciting features which a lot of different roles in an organization can utilize. […]",,C,0
https://rencore.com/en/blog/author/chrissi-hartl,The Latest and Greatest in Microsoft 365 Governance | Blog | Rencore | Chrissi Hartl,,Chrissi is the Marketing Operations Manager at Rencore. She loves to plan and be at events and is responsible for all things Social Media.,,C,0
https://rencore.com/en/blog/tag/lifecycle-automation/page/1,The Latest and Greatest in Microsoft 365 Governance | Blog | Rencore | Lifecycle & Automation,,Lifecycle & Automation | Discover how AI governance can enhance your business success and provide a competitive advantage in today’s innovation-driven landscape. Stay informed with our latest insights and strategies.,,C,0
https://rencore.com/en/blog/spcaf-report-autumn-2019,The SPCAF Report: Autumn 2019,The SPCAF Report: Autumn 2019,This blog series aims to provide readers with a report on how users are currently using SPCAF. It compares data from previous months to help […],,C,0
https://rencore.com/en/blog/sharepoint-framework-challenges-part-two,SharePoint Framework challenges – part 2,SharePoint Framework challenges – part 2,We have to stay up to date when it comes to modern customization approaches. Practices that were not as relevant in the past are now […],,C,0
https://rencore.com/en/blog/webinar-special-about-sharepoint-code-analysis,On-Demand Webinar: What’s so special about SharePoint code analysis,On-Demand Webinar: What’s so special about SharePoint code analysis,"As promised, we are ramping up our webinars for you guys, so you can focus on personal development while staying home and healthy. Check out […]",,C,0
https://rencore.com/en/blog/sharepoint-framework-tips-better-sharepoint-solutions,5 SharePoint Framework tips for better SharePoint solutions,5 SharePoint Framework tips for better SharePoint solutions,"Once again, I have been scanning the Rencore archives, and here are 5 SharePoint Framework tips from the blog posts of MVP and Head of […]",,C,0
https://rencore.com/en/blog/tag/rencore-code/page/13,The Latest and Greatest in Microsoft 365 Governance | Blog | Rencore | Rencore Code (13),,Rencore Code | Discover how AI governance can enhance your business success and provide a competitive advantage in today’s innovation-driven landscape. Stay informed with our latest insights and strategies. (13),,C,0
https://rencore.com/en/blog/why-analyze-sharepoint-framework-code,Webinar March 2020: Why you should analyze your SharePoint Framework code,Webinar March 2020: Why you should analyze your SharePoint Framework code,"On March 4th, our very own 11-time Microsoft MVP, Waldek Mastykarz will join our host Bjoern Erkens to discuss why you should analyze your SharePoint […]",,C,0
https://rencore.com/en/blog/farm-solutions-vs-sharepoint-framework,Farm solutions vs. SharePoint Framework (SPFx),Farm solutions vs. SharePoint Framework (SPFx),"The common ground for all of us developers is how we used to extend SharePoint in the past. We built farm solutions, and there were […]",,C,0
https://rencore.com/en/blog/manual-vs-automatic-spfx-package-analysis,Manual vs. automatic SPFx package analysis,Manual vs. automatic SPFx package analysis,"We are now into the fourth blog article in this SPFx blog series, so by now, you understand the advantages and challenges SPFx offers for […]",,C,0
https://rencore.com/en/blog/sharepoint-code-quality-rencore-code-spcaf-release,New Release: SharePoint code quality with Rencore Code (SPCAF) v7.14,New Release: SharePoint code quality with Rencore Code (SPCAF) v7.14,"Since its launch to the public in 2013, Rencore Code (SPCAF) has enabled users to assure SharePoint code quality. With its continuous updates, the flagship […]",,C,0
https://rencore.com/en/blog/sharepoint-framework-challenges-part-one,SharePoint Framework challenges – part 1,SharePoint Framework challenges – part 1,"In the past, developers would build code, and most code that went through a package would be self-written. Maybe, at some point, there would be […]",,C,0
https://rencore.com/en/blog/tag/rencore-code/page/2,The Latest and Greatest in Microsoft 365 Governance | Blog | Rencore | Rencore Code (2),,Rencore Code | Discover how AI governance can enhance your business success and provide a competitive advantage in today’s innovation-driven landscape. Stay informed with our latest insights and strategies. (2),,C,0
https://rencore.com/en/blog/tag/rencore-code/page/4,The Latest and Greatest in Microsoft 365 Governance | Blog | Rencore | Rencore Code (4),,Rencore Code | Discover how AI governance can enhance your business success and provide a competitive advantage in today’s innovation-driven landscape. Stay informed with our latest insights and strategies. (4),,C,0
https://rencore.com/en/blog/tag/rencore-code/page/3,The Latest and Greatest in Microsoft 365 Governance | Blog | Rencore | Rencore Code (3),,Rencore Code | Discover how AI governance can enhance your business success and provide a competitive advantage in today’s innovation-driven landscape. Stay informed with our latest insights and strategies. (3),,C,0
https://rencore.com/en/blog/power-automate-connector-spcaf,The Rencore Power Automate Connector driven by SPCAF,The Rencore Power Automate Connector driven by SPCAF,"It’s always great to start an event week with some exciting news, and this week at ESPC it’s no different because we can confirm the […]",,C,0
https://rencore.com/en/blog/tag/rencore-code/page/5,The Latest and Greatest in Microsoft 365 Governance | Blog | Rencore | Rencore Code (5),,Rencore Code | Discover how AI governance can enhance your business success and provide a competitive advantage in today’s innovation-driven landscape. Stay informed with our latest insights and strategies. (5),,C,0
https://rencore.com/en/blog/tag/rencore-code/page/1,The Latest and Greatest in Microsoft 365 Governance | Blog | Rencore | Rencore Code,,Rencore Code | Discover how AI governance can enhance your business success and provide a competitive advantage in today’s innovation-driven landscape. Stay informed with our latest insights and strategies.,,C,0
https://rencore.com/en/blog/production-spfx-code-slipping-through-net,In production: SPFx code slipping through the net,In production: SPFx code slipping through the net,"SharePoint Framework (SPFx), the industry-standard model for building customizations on the SharePoint platform, is now over four years old. Using SPFx, you can build client-side […]",,C,0
https://rencore.com/en/blog/tag/rencore-code/page/6,The Latest and Greatest in Microsoft 365 Governance | Blog | Rencore | Rencore Code (6),,Rencore Code | Discover how AI governance can enhance your business success and provide a competitive advantage in today’s innovation-driven landscape. Stay informed with our latest insights and strategies. (6),,C,0
https://rencore.com/en/blog/how-control-office-365_customizations,Uncontrolled growth: How to control Office 365 customizations in 5 steps,Uncontrolled growth: How to control Office 365 customizations in 5 steps,"The Rencore blog is a treasure trove of SharePoint and Office 365 information. For this article, I have explored the vaults and uncovered 5 ways […]",,C,0
https://rencore.com/en/blog/start-now-plan-migration-from-sharepoint-2013,Start now! Plan your migration from SharePoint 2013,Start now! Plan your migration from SharePoint 2013,"Although Microsoft moved the extended support deadline for SharePoint Server 2010 forward to April 2021, SharePoint 2013 is on course for its November 4th, 2023 […]",,C,0
https://rencore.com/en/blog/your-sharepoint-office-365-migration-roadmap,Webinar January 2020: Your SharePoint & Office 365 migration roadmap in a day,Webinar January 2020: Your SharePoint & Office 365 migration roadmap in a day,"New year, and a new Rencore webinar! We’re kicking things off with a migration special! On January 22nd, our special guest, 9-time MVP, and migration […]",,C,0
https://rencore.com/en/blog/hasten-digital-transformation-rise-digital-economy,Hasten digital transformation? Digital economy 2020 and beyond.,Hasten digital transformation? Digital economy 2020 and beyond.,It’s certainly no secret that we are in an era of digitization and transformation. The digital revolution has been ongoing throughout this entire century and […],,C,0
https://rencore.com/en/blog/tag/sharepoint-governance-modernization/page/1,The Latest and Greatest in Microsoft 365 Governance | Blog | Rencore | SharePoint Governance & Modernization,,SharePoint Governance & Modernization | Discover how AI governance can enhance your business success and provide a competitive advantage in today’s innovation-driven landscape. Stay informed with our latest insights and strategies.,,C,0
https://rencore.com/en/blog/tag/sharepoint-governance-modernization/page/3,The Latest and Greatest in Microsoft 365 Governance | Blog | Rencore | SharePoint Governance & Modernization (3),,SharePoint Governance & Modernization | Discover how AI governance can enhance your business success and provide a competitive advantage in today’s innovation-driven landscape. Stay informed with our latest insights and strategies. (3),,C,0
https://rencore.com/en/blog/tag/sharepoint-governance-modernization/page/2,The Latest and Greatest in Microsoft 365 Governance | Blog | Rencore | SharePoint Governance & Modernization (2),,SharePoint Governance & Modernization | Discover how AI governance can enhance your business success and provide a competitive advantage in today’s innovation-driven landscape. Stay informed with our latest insights and strategies. (2),,C,0
https://rencore.com/en/blog/perfect-migration-microsoft-365-rencore-threewill-partnership,The perfect migration to Microsoft 365: Rencore and ThreeWill partnership,The perfect migration to Microsoft 365: Rencore and ThreeWill partnership,We are delighted to announce our partnership with U.S.-based solution provider ThreeWill. The partnership combines our best-in-class migration software and ThreeWill’s leading-edge consulting to provide […],,C,0
https://rencore.com/en/blog/future-technology-predictions-2021-digital-transformation-automation-governance,"Future technology predictions 2021: digital transformation, automation, governance","Future technology predictions 2021: digital transformation, automation, governance","If you need confirmation that predictions are not cast in stone, look back at 2020.  At the beginning of that year, I looked at the […]",,C,0
https://rencore.com/en/blog/rise-power-automate-robotic-process-automation-digital-ecosystem,The rise of Power Automate: Robotic Process Automation (RPA) in the digital ecosystem,The rise of Power Automate: Robotic Process Automation (RPA) in the digital ecosystem,"Since the renaming of Flow to Power Automate, there has always been something more on the horizon than just the classic flows and connectors that […]",,C,0
https://rencore.com/en/blog/tag/security-risk-management/page/2,The Latest and Greatest in Microsoft 365 Governance | Blog | Rencore | Security & Risk Management (2),,Security & Risk Management | Discover how AI governance can enhance your business success and provide a competitive advantage in today’s innovation-driven landscape. Stay informed with our latest insights and strategies. (2),,C,0
https://rencore.com/en/blog/tag/security-risk-management/page/3,The Latest and Greatest in Microsoft 365 Governance | Blog | Rencore | Security & Risk Management (3),,Security & Risk Management | Discover how AI governance can enhance your business success and provide a competitive advantage in today’s innovation-driven landscape. Stay informed with our latest insights and strategies. (3),,C,0
https://rencore.com/en/blog/tag/security-risk-management/page/1,The Latest and Greatest in Microsoft 365 Governance | Blog | Rencore | Security & Risk Management,,Security & Risk Management | Discover how AI governance can enhance your business success and provide a competitive advantage in today’s innovation-driven landscape. Stay informed with our latest insights and strategies.,,C,0
https://rencore.com/de/blog,Blog - Rencore,,"Stay on top of the latest trends in Governance, Transformation and Risk Prevention when customizing SharePoint and Office 365 with the Rencore blog.",,C,0
https://rencore.com/de/service/power-platform-governance,Steuerung der Energieplattform - Rencore,Microsoft Power Platform sicher und effizient betreiben,"Kombinieren Sie Rencore Governance und Power Platform, um alle Services zu verwalten und Benutzer, Lizenzen und Aktivitäten zentral zu steuern.",Power Platform Governance,B,0
https://rencore.com/de/power-platform-governance,"Power Platform Governance | Risiken Reduzieren, Kosten Kontrollieren | Rencore",No-Code/Low-Code Governance-Software zur Steuerung von Power Platform,"Erhalten Sie umfassende Kontrolle und Transparenz über Ihre Power Platform mit Rencore Governance-Software. Reduzieren Sie Risiken, optimieren Sie Kosten und sichern Sie die Compliance.",Power Platform governance,B,0
https://rencore.com/en/features/product-roadmap,Rencore Governance Product Roadmap | New Features and Services Insights | Rencore,Product roadmap,"Explore Rencore Governance's roadmap for new features and services, prioritizing customer feedback to enhance security, usability, and integration across Microsoft platforms.",Product roadmap,B,0
https://rencore.com/de/features/product-roadmap,Product Roadmap,Produkt Roadmap,"Find out what new awesome features and functionality is coming up for Rencore Governance, the number 1 Microsoft 365 governance tool in the market.",Produkt Roadmap,B,0
https://rencore.com/en/,"Control Microsoft 365, Copilot & the Power Platform","Control Microsoft 365, Copilot, Agents, and Power Platform","Optimize your M365, Copilot, Agent & Power Platform governance to enhance security, reduce costs & streamline management across the organization.",Rencore,A,42
https://rencore.com/de/company/about-us,About Us - Rencore,"Einfach, effizient, spielerisch! So geht Microsoft 365 Governance.",Rencore helps organizations to stay in control of their Microsoft 365 services by providing award-winning governance automation tools.,Rencore,A,22
https://rencore.com/de/,"Kontrolle über Microsoft 365, Copilot und die Power Platform","Kontrolle über Microsoft 365, Copilot und die Power Platform","Wir ermöglichen Unternehmen, die Sicherheit zu optimieren, Kosten zu senken und die Kontrolle über ihre M365-, Copilot- und Power Platform-Workloads zu behalten.",Rencore,A,2
https://rencore.com/en/company/about-us,About Us - Rencore,"Easy, efficient, fun!",Rencore helps organizations to stay in control of their Microsoft 365 services by providing award-winning governance automation tools.,Rencore,B,2
https://rencore.com/en/company/career,Careers - Join Rencore,Join Team Rencore,"Join Rencore in our mission of providing awesome software! We hire software developers, sales, administration, and marketing roles.",Rencore careers,B,0
https://rencore.com/de/company/career,Karriere bei Rencore,Werden Sie Teil von Team Rencore,"Begleite Rencore bei unserer Mission, großartige Software anzubieten! Wir stellen Softwareentwickler, Vertriebs-, Verwaltungs- und Marketingmitarbeiter ein.",Rencore careers,B,0
https://rencore.com/en/blog/what-is-agentic-ai-and-what-it-means-for-microsoft-365-governance,What is agentic AI and what it means for Microsoft 365 governance,What is agentic AI and what it means for Microsoft 365 governance,"Learn what agentic AI is and how to harness its power. Our guide covers its benefits, risks, and a clear framework for governing your agents.",,C,0
https://rencore.com/en/blog/introducing-copilot-agent-governance-rencores-ai-governance-module-for-microsoft-365,Introducing Copilot & Agent Governance: Rencore’s AI governance module for Microsoft 365,Introducing Copilot & Agent Governance: Rencore’s AI governance module for Microsoft 365,Discover how Rencore Copilot & Agent Governance gives you visibility and control to safely adopt AI in Microsoft 365. Manage risks and drive innovation.,,C,0
https://rencore.com/en/code,Rencore Code - The SharePoint Code Analysis Framework (SPCAF),Stay in control of SharePoint & Office 365 code and customizations,"Rencore Code (SPCAF) is the leading SharePoint Code Analysis tool discovering violations against 1100+ rules for quality, security, performance, maintainability and supportability.",Rencore Code,A,137
https://rencore.com/en/code/features,Features - Rencore Code (SPCAF),Develop and verify high-quality & secure code and customizations,Rencore Code (SPCAF) comes with powerful features to help both SharePoint devs and SharePoint admins to stay in control of customizations.,Rencore Code features,B,1
https://rencore.com/en/code/pricing,Rencore Code - Pricing,Stay in control of your,Start detecting and fixing issues in your SharePoint code. Rencore Code Pricing caters to exactly how you need to use Rencore Code.,Rencore Code pricing,B,0
https://rencore.com/en/code/trial,Get started with Rencore Code (SPCAF),Rencore Code Trial,"Try Rencore Code (SPCAF) free for 14 days and learn, how easy SharePoint code governance can be. No credit card is required!",Rencore Code trial,B,0
https://rencore.com/en/company/culture-values,Our Culture and Values,It’s all about trust!,"Rencore is growing quickly in multiple places and provides fantastic opportunities to work from home office in an internationally distributed team, but also locally in our central office in Munich, Germany.",Rencore culture and values,B,0
https://rencore.com/en/company/events,Meet Us at ESPC 2025 | December 1 in Dublin | Rencore,Where to meet us,"Meet us at events throughout the year, including ESPC 2025 in Dublin. Stop by our booth for exciting swag and connect with our team in person.",Rencore events,B,0
https://rencore.com/en-us/get-started,Rencore Governance - Get Started,,"Get started with your journey towards better, more efficient and delightful Microsoft 365 governance.",Rencore governance get started,B,0
https://rencore.com/en/partners/partner-offer,Partner With Rencore | Elevate Your Microsoft 365 Experience | Rencore,Let's collaborate,"Collaborate with Rencore and enhance your Microsoft experience through our trusted partnerships, expert support, and innovative solutions for M365 and digital transformation.",Rencore partner offer,B,0
https://rencore.com/en/partners/become-a-partner,Become a Rencore partner - Rencore,Become a partner,Do you want to join Rencore's powerful partner network and benefit from all the perks our partner program has to offer? Get in touch!,Rencore partner program,B,0
https://rencore.com/de/partners/become-a-partner,Partner Werden | Mehr Über Unser Partnerprogramm Erfahren | Rencore,Partner werden,Werden Sie Rencore-Partner und erfahren Sie mehr über unser Partnerprogramm. Vereinbaren Sie ein Treffen mit unserem Team für mögliche Kooperationen.,Rencore partner program,B,0
https://rencore.com/en/pricing,Subscription Pricing - Rencore Governance,Easy to budget.,Check out our affordable and flexible pricing for Rencore Governance available as SaaS or self-hosted in your own Azure environment.,Rencore pricing,B,0
https://rencore.com/en/service/microsoft-sharepoint-governance,Scalable SharePoint and OneDrive Governance for Microsoft | Rencore,Fix your SharePoint and OneDrive governance gaps before AI finds them,"Simplify SharePoint governance & OneDrive governance with Rencore. Automate policy enforcement, secure your data, and prevent cloud sprawl.",SharePoint governance,A,37
https://rencore.com/de/service/microsoft-sharepoint-governance,Optimieren Sie SharePoint Governance | Effiziente Zusammenarbeit | Rencore,Optimieren Sie die Zusammenarbeit in SharePoint,"Optimieren Sie Ihre SharePoint Governance mit Rencore. Verwalten Sie Benutzeraktivitäten, Zugriff und Berechtigungen effizient und sichern Sie Ihre Geschäftsprozesse. Starten Sie jetzt!",SharePoint Governance,A,4
https://rencore.com/de/service/microsoft-teams-governance,Teams-Governance Einfach Gestalten | Externe Zugriffe Verwalten | Rencore,Einfache und sichere Zusammenarbeit in Microsoft Teams,"Optimieren Sie Ihre Teams-Governance mit Rencore Governance. Verwalten Sie Benutzeraktivitäten, Zugriffe und behalten Sie den Überblick über Ihre Microsoft Teams-Umgebung. Starten Sie jetzt Ihre 30-Tage-Testversion!",Teams-Governance,A,2
https://rencore.com/en/features/tenant-segmentation,Tenant Segmentation for M365 Governance | Unlock Customization | Rencore,Tenant Segmentation,"Optimize your Microsoft 365 governance with Rencore's Tenant Segmentation, enabling tailored control, collaboration, and insights across all services for enhanced organizational efficiency.",Tenant segmentation,A,1
https://rencore.com/en/use-case/tenant-to-tenant-migration-m365,Secured Office 365 Tenant-to-Tenant Migration | Rencore,"Make Office 365 tenant-to-tenant migration secure, fast, and risk-free",Easily prepare and carry out a resource and time-saving tenant-to-tenant migration of Microsoft 365 with Rencore Governance today.,tenant-to-tenant migration,A,6
https://rencore.com/de/pricing,Einfache Microsoft 365 Governance | Flexible Preisgestaltung | Rencore,Einfach zu budgetieren. Transparente Preisgestaltung. Keine Überraschungen.,"Entdecken Sie Rencore Governance für Microsoft 365: Kostenlose Testversion, transparente Preisgestaltung und umfassende Sicherheitslösungen für effektives Management und Compliance.",Rencore Preise,B,0
https://rencore.com/de/use-case/m365-external-access,Externe Zugriffe Verwalten | Effiziente Zusammenarbeit in Microsoft 365 | Rencore,Verwalten Sie externe Zugriffe in Microsoft 365,Verwalten Sie externe Zugriffe in Microsoft 365 effizient mit Rencore Governance. Behalten Sie die Kontrolle über Freigaben und nutzen Sie eine 30-tägige Testversion.,Externe Zugriffe in Microsoft 365,B,0
https://rencore.com/de/use-case/m365-user-offboarding,Einfaches Offboarding Für M365 Benutzer | Maximale Effizienz | Rencore,Einfaches Offboarding von Microsoft 365-Benutzern,"Optimieren Sie das Offboarding von Microsoft 365-Nutzern mit Rencore Governance. Automatisieren Sie Aufgaben, behalten Sie den Überblick und erstellen Sie regelmäßige Berichte für alle Beteiligten.",Microsoft 365 Benutzer-Offboarding,B,0
https://rencore.com/en/company/webinars-events,Meet Rencore,,"Don’t miss the chance to meet us in person! Our event schedule is packed throughout the year, so chances are you will run across our guys or into the Rencore booth. Make sure to stop by, if only for our legendary swag!",Rencore Webinare & Events,B,0
https://rencore.com/de/service/microsoft-power-bi-governance,Effiziente Power BI Governance | Oversharing Verhindern | Rencore,Verhindern Sie Oversharing und Datensilos mit Power BI Governance,"Optimieren Sie Ihre Power BI Governance mit Rencore. Verhindern Sie Oversharing, kontrollieren Sie Lizenzkosten und behalten Sie den Überblick über Datenzugriffe.",Power BI Governance,B,0
https://rencore.com/de/cost-savings-calculator,Einsparpotenzial mit Microsoft 365 Governance,Ihr Einsparpotenzial mit Microsoft 365 Governance,Berechnen Sie Ihr Einsparpotenzial mit Microsoft 365 Governance,Microsoft 365 Einsparpotenzial,B,0
https://rencore.com/de/customers/success-stories,Microsoft 365 Governance Erfolgsgeschichten | Rencore,"Sicher, konform, skalierbar:","Entdecken Sie, wie Rencore Governance Unternehmen unterstützt, Microsoft 365 Governance effizient zu meistern und strategische Vorteile in Cloud Governance, Compliance und Sicherheit zu erzielen.",Microsoft 365 Governance Erfolgsgeschichten,B,0
https://rencore.com/de/company/contact-us,Contact Us,Reden wir drüber!,,Kontakt Rencore,B,0
https://rencore.com/de/partners/find-a-partner,Governance Partner Finden | Microsoft 365 Experten Unterstützen Ihre Transformation | Rencore,Finden Sie Ihren Governance Partner,"Finden Sie den idealen Governance Partner für Microsoft 365 und profitieren Sie von maßgeschneiderten Lösungen, Beratung und Unterstützung bei Ihrer digitalen Transformation.",Microsoft 365 Governance Partner,B,0
https://rencore.com/en/blog/webinar-qna-copilot-licensing-2024,Webinar Q&A: Everything you need to know about Copilot licensing in 2024,Webinar Q&A: Everything you need to know about Copilot licensing in 2024,"Here is a compilation of questions that came up during the webinar. You might have the same questions in mind, so read now!",,C,0
https://rencore.com/en/blog/establish-copilot-governance-responsible-ai,Microsoft Copilot: Establishing governance for responsible AI assistance,Microsoft Copilot: Establishing governance for responsible AI assistance,"In this latest blog, Microsoft MVP Ragnar Heil explains what Copilot governance is and why your organization should pay attention.",,C,0
https://rencore.com/en/blog/author/ragnar-heil,The Latest and Greatest in Microsoft 365 Governance | Blog | Rencore | Ragnar Heil,,"Ragnar is Business Developement Manager Microsoft at German consulting firm and Rencore Partner HanseVision. His community activities have earned him his Microsoft MVP status seven times, with his first award coming in January 2017. Ragnar’s contributions to the MVP community focus on the M365 Apps and Services space. He is the Co-Host of the bi-weekly Microsoft 365 News Show “Alex & Ragnar”, and also curates content and blogs for IT News Portal Tekki Gurus. He is the founding member of Working Out Loud Community and Responsive Organization Movement in Germany. He has published several books and articles about Social Intranets, Digital Business and Brand Ambassadors.",,C,0